timestamp,soil_moisture_pct,temperature_c,humidity_pct,growth_stage
23/05/2026 03:00,84.3,19.9,78.3,vegetative
23/05/2026 04:00,84.5,20.4,77,vegetative
23/05/2026 05:00,84.3,21.6,74.8,vegetative
23/05/2026 06:00,82.8,23.3,72.7,vegetative
23/05/2026 07:00,88.6,24.7,71.1,vegetative
23/05/2026 08:00,90.3,25.2,64.6,vegetative
23/05/2026 09:00,89.3,25.7,65.9,vegetative
23/05/2026 10:00,88.7,26.3,68.3,vegetative
23/05/2026 11:00,89.1,27.3,65.4,vegetative
23/05/2026 12:00,89.6,27.1,64.9,vegetative
23/05/2026 13:00,89.8,26.3,65.7,vegetative
23/05/2026 14:00,87.7,27,64.2,vegetative
23/05/2026 15:00,87.4,25.7,65.1,vegetative
23/05/2026 16:00,89.3,25.5,70.2,vegetative
23/05/2026 17:00,86.8,24.3,68.5,vegetative
23/05/2026 18:00,86.9,23.2,71.1,vegetative
23/05/2026 19:00,87.9,21.4,72.9,vegetative
23/05/2026 20:00,85.9,21,82.8,vegetative
23/05/2026 21:00,84.8,19.1,77.6,vegetative
23/05/2026 22:00,87.1,19.3,80.7,vegetative
23/05/2026 23:00,84.2,19.1,78.3,vegetative
24/05/2026 00:00,86.8,19.2,78.8,vegetative
24/05/2026 01:00,85.7,18.7,79.6,vegetative
24/05/2026 02:00,84.9,19.3,82.5,vegetative
24/05/2026 03:00,84.9,20.5,78,vegetative
24/05/2026 04:00,85.5,20.7,77,vegetative
24/05/2026 05:00,84.1,21.7,75.5,vegetative
24/05/2026 06:00,85.1,22.5,72.1,vegetative
24/05/2026 07:00,84.3,24.3,67.6,vegetative
24/05/2026 08:00,83.2,25.3,64,vegetative
24/05/2026 09:00,84.5,26.4,63.4,vegetative
24/05/2026 10:00,83.3,26.7,65.7,vegetative
24/05/2026 11:00,83,26.9,64.8,vegetative
24/05/2026 12:00,82.3,26.9,61.7,vegetative
24/05/2026 13:00,83.7,26.8,66.5,vegetative
24/05/2026 14:00,81.3,26.6,65.7,vegetative
24/05/2026 15:00,82.2,25.4,65.1,vegetative
24/05/2026 16:00,83,24.9,71.1,vegetative
24/05/2026 17:00,82.4,24.5,67.4,vegetative
24/05/2026 18:00,80.8,23.4,73.3,vegetative
24/05/2026 19:00,81.6,21.4,78.2,vegetative
24/05/2026 20:00,81.4,21.1,74.8,vegetative
24/05/2026 21:00,82.2,19.9,78,vegetative
24/05/2026 22:00,81.7,19.3,83.4,vegetative
24/05/2026 23:00,80.2,19.1,74.4,vegetative
25/05/2026 00:00,80.2,19.5,78.9,vegetative
25/05/2026 01:00,78.9,19.6,76.7,vegetative
25/05/2026 02:00,80.6,20,78.1,vegetative
25/05/2026 03:00,79.4,20.1,76.3,vegetative
25/05/2026 04:00,78.8,20.6,77.9,vegetative
25/05/2026 05:00,78.3,21.8,76.3,vegetative
25/05/2026 06:00,78.6,23.6,71.9,vegetative
25/05/2026 07:00,84.8,23.7,75,vegetative
25/05/2026 08:00,83.5,23.9,72.8,vegetative
25/05/2026 09:00,85,25.4,69.2,vegetative
25/05/2026 10:00,83.2,26.3,63.7,vegetative
25/05/2026 11:00,82.9,27.3,64.5,vegetative
25/05/2026 12:00,83.2,27.4,64,vegetative
25/05/2026 13:00,82.4,27.1,63.6,vegetative
25/05/2026 14:00,82.8,26.2,62.8,vegetative
25/05/2026 15:00,82.7,25.2,68.4,vegetative
25/05/2026 16:00,82,25.7,67.4,vegetative
25/05/2026 17:00,82.4,24.8,68.6,vegetative
25/05/2026 18:00,81.6,22.9,70.1,vegetative
25/05/2026 19:00,82.1,21.8,73.7,vegetative
25/05/2026 20:00,81.4,20.5,77.7,vegetative
25/05/2026 21:00,80.8,20.5,73.7,vegetative
25/05/2026 22:00,80.7,19,81.6,vegetative
25/05/2026 23:00,81.2,19.3,79.1,vegetative
26/05/2026 00:00,80.8,19.3,83.2,vegetative
26/05/2026 01:00,78.1,19.5,79.1,vegetative
26/05/2026 02:00,80.3,19.9,78.9,vegetative
26/05/2026 03:00,79.6,19.9,80.2,vegetative
26/05/2026 04:00,80.1,21.8,75.2,vegetative
26/05/2026 05:00,79.5,22.1,72.6,vegetative
26/05/2026 06:00,80,23.5,71.3,vegetative
26/05/2026 07:00,87.3,23.6,72,vegetative
26/05/2026 08:00,87.3,25.2,66.2,vegetative
26/05/2026 09:00,87.2,25.7,64.3,vegetative
26/05/2026 10:00,84.7,26.2,67.1,vegetative
26/05/2026 11:00,85.8,26.8,63.1,vegetative
26/05/2026 12:00,85.6,26.9,62,vegetative
26/05/2026 13:00,86.4,27.1,66.7,vegetative
26/05/2026 14:00,86.1,26.3,64,vegetative
26/05/2026 15:00,85.6,26.3,66.2,vegetative
26/05/2026 16:00,84.6,25.2,69.5,vegetative
26/05/2026 17:00,84.6,24.3,69.7,vegetative
26/05/2026 18:00,82.7,22.8,71.3,vegetative
26/05/2026 19:00,84.5,22.1,76.3,vegetative
26/05/2026 20:00,83.1,21.1,73.2,vegetative
26/05/2026 21:00,83.3,19.6,79.8,vegetative
26/05/2026 22:00,81.4,19.4,80.2,vegetative
26/05/2026 23:00,83.2,19.8,79.3,vegetative
27/05/2026 00:00,82.5,18.6,80.1,vegetative
27/05/2026 01:00,83.6,18.7,82.9,vegetative
27/05/2026 02:00,80.9,19.3,75.7,vegetative
27/05/2026 03:00,81.8,19.4,76.7,vegetative
27/05/2026 04:00,81.2,20.7,76.7,vegetative
27/05/2026 05:00,80.5,22.2,75.4,vegetative
27/05/2026 06:00,81.7,23.2,69.4,vegetative
27/05/2026 07:00,89.2,23.7,70.6,vegetative
27/05/2026 08:00,89.5,25.2,68.6,vegetative
27/05/2026 09:00,88.3,26.1,66.3,vegetative
27/05/2026 10:00,87.1,26.4,66.1,vegetative
27/05/2026 11:00,89.3,26.5,66.7,vegetative
27/05/2026 12:00,87.7,27.2,65.3,vegetative
27/05/2026 13:00,87.8,28.1,64,vegetative
27/05/2026 14:00,87.2,26.5,65.4,vegetative
27/05/2026 15:00,87,26.6,62.2,vegetative
27/05/2026 16:00,87.9,25.1,67.5,vegetative
27/05/2026 17:00,87.4,23.6,68.5,vegetative
27/05/2026 18:00,85.9,22.8,71.7,vegetative
27/05/2026 19:00,87.2,22.2,74.2,vegetative
27/05/2026 20:00,85,20.7,69.2,vegetative
27/05/2026 21:00,86.3,19.8,78,vegetative
27/05/2026 22:00,85.1,19.7,79.1,vegetative
27/05/2026 23:00,84.9,18.7,80,vegetative
28/05/2026 00:00,83.9,19.5,80.7,vegetative
28/05/2026 01:00,85.2,18.8,81.5,vegetative
28/05/2026 02:00,84.1,19.7,74.2,vegetative
28/05/2026 03:00,84.2,19.8,75,vegetative
28/05/2026 04:00,83.1,20.2,76.6,vegetative
28/05/2026 05:00,83.7,22.2,73.3,vegetative
28/05/2026 06:00,83.7,22.9,73,vegetative
28/05/2026 07:00,88.9,23.6,67.5,vegetative
28/05/2026 08:00,90.5,25.7,62.4,vegetative
28/05/2026 09:00,89.7,25.5,65.1,vegetative
28/05/2026 10:00,88.2,27,64,vegetative
28/05/2026 11:00,90.3,26.9,64.2,vegetative
28/05/2026 12:00,88.8,26.6,65,vegetative
28/05/2026 13:00,88.7,26.4,61.7,vegetative
28/05/2026 14:00,87.4,26.4,68.4,vegetative
28/05/2026 15:00,88.8,25.8,66.8,vegetative
28/05/2026 16:00,88.5,25.5,68.1,vegetative
28/05/2026 17:00,85.9,23.9,70.7,vegetative
28/05/2026 18:00,86.4,23.2,71.3,vegetative
28/05/2026 19:00,87,21.4,76.4,vegetative
28/05/2026 20:00,87.2,20.8,74.6,vegetative
28/05/2026 21:00,84.9,21.1,75.2,vegetative
28/05/2026 22:00,86.8,19.8,77.5,vegetative
28/05/2026 23:00,85.8,19.6,80.2,vegetative
29/05/2026 00:00,84.5,19.5,82.5,vegetative
29/05/2026 01:00,84.9,19.4,78.5,vegetative
29/05/2026 02:00,85.5,19.8,76,vegetative
29/05/2026 03:00,84.4,20.1,76.4,vegetative
29/05/2026 04:00,84.3,21.6,73.5,vegetative
29/05/2026 05:00,85.4,21.4,73.7,vegetative
29/05/2026 06:00,83.2,23.6,72.1,vegetative
29/05/2026 07:00,89.3,23.6,70.2,vegetative
29/05/2026 08:00,91.1,24.7,67.7,vegetative
29/05/2026 09:00,89.1,25.7,71.4,vegetative
29/05/2026 10:00,89.7,26.9,65,vegetative
29/05/2026 11:00,90.3,26.8,66.6,vegetative
29/05/2026 12:00,88.8,27,65.3,vegetative
29/05/2026 13:00,88.6,26.3,66.4,vegetative
29/05/2026 14:00,89.3,26.5,65,vegetative
29/05/2026 15:00,88.1,25.7,68.1,vegetative
29/05/2026 16:00,85.6,24.7,67.5,vegetative
29/05/2026 17:00,87.9,24.7,67.5,vegetative
29/05/2026 18:00,87.2,22.8,76.4,vegetative
29/05/2026 19:00,86.9,22.4,71.7,vegetative
29/05/2026 20:00,88.2,20.8,74.2,vegetative
29/05/2026 21:00,85.7,20.4,76.3,vegetative
29/05/2026 22:00,86.8,19.2,78.4,vegetative
29/05/2026 23:00,87.6,18.8,79,vegetative
30/05/2026 00:00,85.9,19.2,79.4,vegetative
30/05/2026 01:00,86.9,18.9,82.8,vegetative
30/05/2026 02:00,85.6,18.7,79.4,vegetative
30/05/2026 03:00,83.9,19.9,76.1,vegetative
30/05/2026 04:00,84.3,20.9,77.9,vegetative
30/05/2026 05:00,84.7,21.7,73.8,vegetative
30/05/2026 06:00,83.5,22.7,72.1,vegetative
30/05/2026 07:00,89.4,23.9,68.8,vegetative
30/05/2026 08:00,88.8,24.6,68.3,vegetative
30/05/2026 09:00,88.2,25.6,68.1,vegetative
30/05/2026 10:00,89.2,26.9,62.8,vegetative
30/05/2026 11:00,90.8,26.5,63.5,vegetative
30/05/2026 12:00,88.9,26.5,65.6,vegetative
30/05/2026 13:00,88.6,26.7,67.1,vegetative
30/05/2026 14:00,87.6,26.6,65.5,vegetative
30/05/2026 15:00,87.1,25.8,65.5,vegetative
30/05/2026 16:00,88.3,24.4,71.6,vegetative
30/05/2026 17:00,86.9,24.1,70.5,vegetative
30/05/2026 18:00,88.2,23.3,67.8,vegetative
30/05/2026 19:00,88.7,21.9,74,vegetative
30/05/2026 20:00,88.4,21.4,77.6,vegetative
30/05/2026 21:00,88.3,20.4,74.8,vegetative
30/05/2026 22:00,86.4,19.1,78.1,vegetative
30/05/2026 23:00,86.9,19.3,79.2,vegetative
